text,target
"Hi to all.

Since all of you could also be a seller as well as a buyer, I'd like to bring
this issue for discussion - what would be the best solution in case a deal 
became a lemon?

As I understand most people selling things over the net do not grant a warranty,I am in such a situation that the seller did not state whether a warranty would be granted or not and the item I received is out of order. The seller insisted
that it was 'in good condition' when he sent it and so would just return half ofthe amount that I paid if I send the item back to him and after he is sured it
is bad. Is this reasonable?

Basically I would like to believe the seller tells the truth. Also, I am positively to say that I've not done anything wrong which might cause the failure of 
the thing. My assumption here is everyone is honest - so rule out the possibility that either one of the two parties or both are liars.

I would like to hear your opinion - either in here or directly respond to my
e-mail address.

I know there is such a risk that you could lose money. But, how can we make it
enjoyable to most people and not wasting the bandwidth?",6
"Hi!

	I have a question which is not directly related to X Screen Saver.

What X Screen Saver does is to blank the screen if it has been idle for
some time.  I don't want my screen to go blank but to get locked or call
xlock program.

	Is there a parallel call to XSetScreenSaver() which locks my screen
or call my lock program after certain amount of idle time?  Or is there a
way to find out how long the server has been idle?",5
"
You asked a question, and now you don't want people to answer?  I believe
a legitimate question was asked.  Why shouldn't cost and safety be used
(at least in part) to determine legality?

I'd like to see you *prove* that drug legalization is an idiotic idea.
Seems to me the evidence from Great Britain is pretty convincing that 
drug legalization is a good idea.  Even such a noted conservative as
William F. Buckley supports it.

Your examples (except for prostitution) fail miserably to meet both criteria
(safer AND cheaper).  Obviously, killing people is not ""safe"".  As for
prostitution, why shouldn't it be legal?
--------------------------------------------------------------------------
...Dale Cook    ""Any town having more churches than bars has a serious
                   social problem."" ---Edward Abbey
The opinions are mine only (i.e., they are NOT my employer's)",18
"
Elisabeth, let's set the record straight for the nth time, I have not read 
""The Yeast Connection"".  So anything that I say is not due to brainwashing 
by this ""hated"" book.  It's okay I guess to hate the book, by why hate me?
Elisabeth, I'm going to quote from Zinsser's Microbiology, 20th Edition.
A book that you should be familiar with and not ""hate"". ""Candida species 
colonize the mucosal surfaces of all humans during birth or shortly 
thereafter.  The risk of endogenous infection is clearly ever present.  
Indeed, candidiasis occurs worldwide and is the most common systemic 
mycosis.""  Neutrophils play the main role in preventing a systemic 
infection(candidiasis) so you would have to have a low neutrophil count or 
""sick"" neutrophils to see a systemic infection.  Poor diet and persistent 
parasitic infestation set many third world residents up for candidiasis.
Your assessment of candidiasis in the U.S. is correct and I do not dispute 
it.

What I posted was a discussion of candida blooms, without systemic 
infection.  These blooms would be responsible for local sites of irritation
(GI tract, mouth, vagina and sinus cavity).  Knocking down the bacterial 
competition for candida was proposed as a possible trigger for candida 
blooms.  Let me quote from Zinsser's again: ""However, some factors, such as 
the use of a broad-spectrum antibacterial antibiotic, may predispose to 
both mucosal and systemic infections"".  I was addressing mucosal infections
(I like the term blooms better).  The nutrition course that I teach covers 
this effect of antibiotic treatment as well as the ""cure"".  I guess that 
your nutrition course does not, too bad.  



My, my Elisabeth, do I detect a little of Steve Dyer in you?  If you 
noticed my faculty rank, I'm a biochemist, not a microbiologist.
Candida is classifed as a fungus(according to Zinsser's).  But, as you point 
out, it displays dimorphism.  It is capable of producing yeast cells, 
pseudohyphae and true hyphae.  Elisabeth, you are probably a microbiologist 
and that makes a lot of sense to you.  To a biochemist, it's a lot of 
Greek.  So I called it a yeast-like fungus, go ahead and crucify me.

You know Elisabeth, I still haven't been able to figure out why such a small 
little organism like Candida can bring out so much hostility in people in 
Sci. Med.  And I must admitt that I got sucked into the mud slinging too.
I keep hoping that if people will just take the time to think about what 
I've said, that it will make sense.  I'm not asking anyone here to buy into 
""The Yeast Connection"" book because I don't know what's in that book, plain 
and simple. And to be honest with you, I'm beginning to wish that it was never 
written.",13
"I am going to be getting a C650 soon, but I don;t want Apple 
to come out with the Cyclones and the Tempest in a month
and have the price drop on the system I want.  I have negotiated a 
good deal with a supplier for a C650 8/80 and I would like to jump on it,
but, again, I don't want the price drop to smuther me.  BTW, the deal
I have is a C650 8/80 with mouse for $2295... does anyone know of a better
deal?

thanks,",4
"
Mike Terry asks:

No Mike.  It is imposible due to the shaft effect.  The centripital effects
of the rotating shaft counteract any tendency for the front wheel to lift
off the ground.",8
"





Obviously, we have different sources. Bill Moyers (who happens to be a
theist, to tie this to alt.atheism!) in his PBS documentary ""After The
War"" is my main source. (I think I still have it on videotape.) Others
include The Nation and The Progressive.

The rest of the article is mere rationalisation. You may claim that
sanitation plants are strategic ""legitimate"" targets, but what happens to
the civilians in a city with no sewer system? What happens to the
civilians when you destroy water purification plants? And when hospitals
can't handle the resultant epidemics, because there is no more electricity?

And what exactly are your sources? We have all, I'm sure, seen Postol's
interviews in the media where he demostrates how the Pentagon lied about
the Patriot's effectiveness; what is your source for the 70%
effectiveness you claim?

In any case, I don't know if this is relevant to alt.atheism. How about
if we move it somewhere else?

-s",0
"
<more tripe deleted>

Phill, are you trying to convince everyone on the net that
you are in fact an abject moron for some reason? Repeating
the same rubbish over and over again may make something a 
""fact"" in whatever backwater you are posting from, but it doesn't
wash here, so save it.

",18
"wouldany one know afair price for an LC Color card in Aussie dollars??
just wondering...",4
"
The current mining regulations and fees were set in the 1800's!
What the so-called ""eco-freaks"" want to do is to simply bring those
fees in line with current economic reality.  Currently, mining companies
can get access to minerals on public lands for ridiculously low prices --
something like $50!  The mining lobby has for decades managed to block
any reform of these outdated fees.  In fact, the latest attempt to reform
them was again blocked -- President Clinton ""compromised"" by taking the
mining fee reforms out of his '94 budget, and plans to draft separate
legislation to fight that battle.
If you want to discuss this further, I suggest you take this to talk.environment.",14
"It looks like Ben Baz's mind and heart are also blind, not only his eyes.
I used to respect him, today I lost the minimal amount of respect that
I struggled to keep for him.
To All Muslim netters: This is the same guy who gave a ""Fatwah"" that
Saudi Arabia can be used by the United Ststes to attack Iraq . That
Fatwah is as legitimate as this one. With that kind of ""Clergy"", it might
be an Islamic duty to separate religion and politics, if religion
means ""official Clergy"".
",17
"Is there a version of Wcl that has been ported to Solaris 2, including
ANSI C? I had numerous problems trying to compile Wcl under Solaris, 
and the functions do not have prototypes.  

I have Wcl 2.01 from the Sun User Group's 1992 CDs.

Please email answers as I am not on this list.

",5
"
What tube does the Viewsonic 17 use?  Does is support 1600x1280?  I've been
looking a a Philips 1762DT which uses a Sony Trinitron tube, has digital
controls, supports up to 1280x1024NI, and has .25mm dot pitch - It can be
found for under $1000.

",3
"Note:  I am breaking this reply into 2 parts due to length.


I agree that there are no verses that have gone unchallenged by gay rights 
activists.  But if there are zero verses that ""'clearly' address the issues,"" 
doesn't that mean that there are also no verses that clearly *support* your 
case?  Are you sure you want to say that there are zero verses that clearly 
address the issues?


The story in Genesis 19 tells of the citizens of Sodom demanding an opportunity 
to ""know"" the two men who were Lot's guests; the fact that the Sodomites became 
angry when Lot offered them his daughters could be seen as indicating that they 
were interested only in homosexual intercourse.  Yes, what they wanted was 
rape, homosexual rape, and everybody agrees that that is wrong.  Some 
Christians believe that the homosexual aspect of their desire was just as 
sinful as the rape aspect of their desire.  The passage does not say what it 
was that so offended God, whether it was the homosexuality, or the intended 
rape, or both, but I believe that it is only fair to consider all the possible 
alternatives in the light of related Scriptures.  I do not believe that those 
who believe God was offended by both the homosexuality and the rape are trying 
to say that homosexuality is itself a form of rape.

You seems to take the view that the *only* sin described in Gen. 19 is in the 
fact that the Sodomites wanted to commit rape, and that it is unfair to 
""stigmatize"" their homosexuality by associating it with the sin of rape.  I can 
see how you might reach such a conclusion if you started from the conclusion 
that there is nothing wrong with homosexuality, but then again we're not 
supposed to start from our conclusions because that's circular reasoning.  If 
God is in fact opposed to homosexual intercourse in general, then the more 
probably interpretation is that He was at least as offended by the Sodomites' 
blatant homosexuality as He was by their intent to commit rape.  Later on I 
will document why I believe the Old Testament portrays God as One who despises 
*any* homosexual intercourse, even if both partners are consenting adults.


The moderator found my proposal to be circular in that he regarded the church 
as the proper  authority for determining what *kinds* of marriages would be 
legitimate, and thus the church's refusal to recognize ""perverted"" marriages 
was circular reasoning.  My questions, however, had nothing to do with the 
church ordaining new kinds of marriages, and so his argument was something of a 
straw man.  In terms of my original question, the precise 
definition/translation of ""porneia"" isn't really important, unless you are 
trying to argue that the Bible doesn't really condemn extramarital sex.  I'm 
not sure the moderator was trying to do that.

In any case, I think both you and the moderator have missed the point here.  
When Jesus was asked about divorce, He replied, ""Have you not read, that He who 
created them from the beginning made them male and female, and said, 'For this 
cause a man shall leave his father and mother and shall cleave to his wife; and 
the two shall become one flesh'?  Consequently they are no longer two, but one 
flesh.  What therefore God has joined together, let no man separate."" (Mt. 
19:4-6).  I read here that the sexual union of a man (male) and his wife 
(female) is a divinely-ordained union.  In other words, the institution of 
heterosexual marriage is something ordained and established by God--not by men, 
and not by the church, but by God.  Men are not supposed to dissolve this 
union, in Jesus' words, because it is not something created by men.

This is not circular reasoning, this is just reading God's word.  I read in the 
Bible that God ordained the union of male and female.  I do not read of any 
similar divinely-ordained union of two males or two females.  Granted, there 
have been uninspired men who have ordained ""alternative"" unions (isn't Caligula 
reported to have ""married"" his horse?), but the only union that Jesus refers to 
as ""what God has joined together"" is the heterosexual union of a man and his 
wife.

(Pardon me for mentioning Caligula.  I know that's probably inflammatory, and I 
should save it for the discussion on bestiality, in part 2 of this post.  
Please hold off on passing judgement on me until you have read that section of 
my reply.)

Anyway, my original question was not whether we should translate ""porneia"" in a 
way that condemns only a select few kinds of extramarital sex, my question was: 
given that heterosexual marriage is the only union described by the Bible as 
divinely-ordained, and given a Biblical prohibition against sex outside of 
marriage, is homosexual intercourse sinful?  Of course, I see now that first we 
need to ask whether the Bible really condemns sex outside of marriage.  You 
seem to be trying to argue that only certain kinds of extramarital sex (and 
other sins) are really wrong:


Alternatively, it may be that the definition of such terms as ""porneia"" and all 
the rest was, in Paul's day, what we would call a FAQ; i.e. the Law, as the 
""tutor"" appointed by God to lead us to Christ, had just spent some sixteen 
centuries drumming into the heads of God's people the idea that things like 
homosexual intercourse were abominations that deserved punishment by death.  
Perhaps Paul didn't go into detail on what ""porneia"" &c were because after 1600 
years he considered the question to have been dealt with already.  Perhaps the 
reason God's apostles and prophets did not devote a great deal of time defining 
a distinct, New Testament sexuality was because He did not intend any 
significant changes in the sexuality He had already established by the Law.  
I'll discuss the Law and homosexuality in greater detail below, but I just 
wanted to point out that the New Testament's failure to develop a detailed new 
standard of sexuality is not necessarily evidence that God does not care about 
sexual conduct--especially after 1600 years of putting people to death for 
practicing homosexuality!


And how do you define an ""obsessively driven"" mode of sexual behavior?  How do 
you determine the difference between obsessive sexual behavior and normal sex 
drives?  Is the desire to have ""sinful"" sex an obsessively driven mode of 
behavior?  I think you see that this is circular reasoning:  Why is it defined 
as sinful?  Because it is obsessive.  What makes it obsessive?  The fact that 
the person is driven to seek it even though it's sinful.  Or is it obsessive 
because it is a desire for that which society condemns?  Once again, that's 
circular:  Why is it defined as obsessive?  Because the person wants it even 
though society condemns it.  Why does society condemn it?  Because it is 
obsessive.

You seem to be trying to limit the Bible's condemnation of ""porneia"" to only 
""perverted"" sex acts, but I don't think you can really define ""perverted"" 
without falling into exactly the same circularity you accuse me of.  What, 
then, is Paul condemning when he declares that ""Fornicators...shall not enter 
the kindgom of heaven""?


I think you misunderstood me:  I was not trying to make an argument on some 
technical definition of ""porneia"", I was raising the issues of the sinfulness 
of extramarital sex and the lack of any Scriptural evidence of a homosexual 
counterpart to the divinely-ordained union of heterosexual couples.


Please remember what you just said here for when we discuss bestiality, in part 
2.


I am glad you asked.  Would you agree that if God condemns homosexual 
intercourse even among those who are not under the Law of Moses, then this 
would show that God's condemnation of homosexual acts goes beyond the ritual 
law?  If I can show you from Scripture that God punished the homosexual 
behavior of people who were *not* under the Law of Moses, would you agree that 
God's definition of homosexual intercourse as an abomination is not limited to 
just the ritual law and those who are under the Law?

I've been having a private Email discussion with a 7th Day Adventist on the 
subject of the Sabbath, and my main point against a Christian sabbath-keeping 
requirement has been that nowhere in Scripture does God command Gentiles to 
rest on the sabbath, nor does He ever condemn Gentiles for failing to rest on 
the Sabbath.  This illustrates the difference between universal requirements 
such as ""Thou shalt not kill"", and requirements that are merely part of the 
(temporary, Jews-only) Law of Moses, such as the Sabbath.

The point you are trying to make is that you think the classification of 
homosexual intercourse as ""an abomination"" is *just* a part of the temporary, 
Jews-only Law of Moses.  I on the other hand believe that it was labelled by 
God as an abomination for Gentiles as well as Jews, and that He punished those 
guilty of this behavior by death or exile.  Here's why:

Back in Genesis 15, God promises to give Abraham all the land that was then in 
the possession of ""the Amorite""--kinda hard on the Amorite, don't you think?  
But in verse 16 we have a clue that this might not be as unjust as it sounds:  
it seems God is going to postpone this takeover for quite a while, because ""the 
iniquity of the Amorite is not yet complete"".

Remember, this is all long before there was a ritual law.  What then was the 
iniquity the Amorite was committing that, when complete, would justify his 
being cast out of his own land and/or killed?  Go back and look at Lev. 18 
again.  Verses 1-23 list a variety of sins, including child sacrifice, incest, 
homosexuality, and bestiality.  Beginning in verse 24, God starts saying, ""Do 
not defile yourselves by any of these things; for _by_all_these_ _things_ the 
nations which I am casting out before you _have_ _become_defiled_.  For the 
land has become defiled, therefore I have visited its punishment upon it, so 
the land has spewed out its inhabitants... For whoever does any of these 
abominations, those persons who do so shall be cut off from among their 
people.""

Notice that God says the Gentile nations (who are *not* under the ritual Law of 
Moses) are about to be punished because they have ""defiled"" themselves and 
their land by committing ""abominations"" that include incest, bestiality, and 
homosexuality.  Flip ahead two chapters to Lev. 20, and you will find these 
same ""abominations"" listed, and this time God decrees the death penalty on 
anyone involved in any of these things, including, specifically, a man ""lying 
with another man as one lies with a woman"" (Lv. 20:13).  Their 
""bloodguiltiness"" was upon them, meaning that in God's eyes, they deserved to 
die for having done such things.  According to Lev. 18:26-29, even ""the alien 
[non-Jew] who sojourns among you"" was to refrain from these practices, on 
penalty of being ""cut off [by God?] from among their people.""

Under the circumstances, I believe it would be very difficult to support the 
claim that in the Old Testament God objected only to the intended rape, and not 
the homosexuality, in Sodom.  Since God took the trouble to specifically list 
sex between two consenting men as one of the reasons for wiping out the 
Canaanite nations, (not homosexual rape, mind you, but plain, voluntary gay 
sex), I'd say God was not neutral on the subject of homosexual behavior, even 
by those who had nothing to do with the Mosaic Covenant.


According to II Tim. 3:16, all Scripture is inspired by God and is profitable 
for teaching, reproof, correction, and training in righteousness; thus, I 
believe that even though we Gentile Christians are not under the Law, we can 
learn from studying it.  If a certain action is defined as a sin because it is 
a violation of the Law, then it is a sin only for those who are under the Law 
(for example, in the case of Sabbath-keeping).  Where God reveals that certain 
actions are abominations even for those who are not under the Law, then I 
conclude that God's objection to the practice is not based on whether or not a 
person is under the Law, but on the sinfulness of the act itself.  In the case 
of homosexuality, homosexual intercourse is defined by God as a defiling 
abomination for Gentiles as well as Jews, i.e. for those who are not under the 
Law as well as for those who are.  Thus, I am not at all trying to say that 
Gentile Christians have any obligation to keep any part of the Law, I am simply 
saying that God referred to homosexuality as a sin even for those who are not 
obligated to keep the Law.  If this is so, then I do not think we can appeal to 
our exemption from the Law as valid grounds for legitimizing a practice God has 
declared a bloodguilty abomination that defiles both Jew and Gentile.

(continued in Part 2)",15
"NHL PLAYOFF RESULTS FOR 4/21/93.

--------------------------------------------------------------------------------

                  CONFERENCE SEMI-FINALS        BEST OF SEVEN
      PATRICK              ADAMS              NORRIS              SMYTHE
 
 NJ                  BUF   (leads 2-0)   STL   (leads 2-0)   WIN               
 PIT   (leads 2-0)   BOS                 CHI                 VAN   (leads 2-0)

 NYI   (tied  1-1)   MON                 TOR                 LA    (tied  1-1) 
 WAS                 QUE   (leads 2-0)   DET   (leads 2-0)   CAL              

--------------------------------------------------------------------------------

Toronto Maple Leafs                       0   1   1   -   2
Detroit Red Wings    (leads series 2-0)   1   3   2   -   6

1st period: DET, Lidstrom 1 - (Yzerman, Coffey) (pp) 4:06

2nd period: DET, Fedorov 1 - (sh) 0:43
	    DET, Yzerman 2 - (Coffey, Chiasson) (pp) 8:06
	    DET, Yzerman 3 - (Coffey, Sheppard) 17:40
	    TOR, Mironov 1 - (Gill, Gilmour) 19:10

3rd period: TOR, Gilmour 2 - (Anderson) 4:32
	    DET, Ysebaert 1 - (Kozlov) 5:51
	    DET, Drake 1 - (Kozlov, Kennedy) 18:33

Powerplay Opportunities-Maple Leafs 1 of 8
			Red Wings   2 of 7

Shots on Goal-	Maple Leafs  10   7  13  -  30
		Red Wings    16  11   3  -  30

Toronto Maple Leafs--Potvin (0-2) (30 shots - 24 saves)
Detroit Red Wings--Cheveldae (2-0) (30 shots - 28 saves)

ATT-19,875

--------------------------------------------------------------------------------

St. Louis Blues     (leads series 2-0)   2   0   0   -   2
Chicago BlackHawks                       0   0   0   -   0

1st period: STL, Hull 2 - (Brown, Janney) (pp) 7:38
	    STL, Lowry 1 - (sh) 13:53

2nd period: NONE

3rd period: NONE

Powerplay Opportunities-Blues      1 of 5
			BlackHawks 0 of 6

Shots on Goal-	Blues        9   3   5  -  17
		BlackHawks  16  19  12  -  47

St. Louis Blues--Joseph (2-0) (47 shots - 45 saves)
Chicago BlackHawks--Belfour (0-2) (17 shots - 15 saves)

ATT-17,339

--------------------------------------------------------------------------------

Los Angeles Kings  (series tied 1-1)   1   0   3   -   4
Calgary Flames                         0   5   4   -   9

1st period: LAK, Carson 3 - 1:11

2nd period: CAL, Otto 1 - (Roberts, MacInnis) 5:02
	    CAL, Yawney 2 - (Dahlquist, Ranheim) 8:02
	    CAL, Reichel 1 - (Fleury) (pp) 10:52
	    CAL, Nieuwendyk 1 - (Roberts, Musil) 13:47
	    CAL, Otto 2 - (Dahl) (sh) 19:37

3rd period: LAK, Carson 4 - (Granato, Shuchuk) 5:34
	    CAL, Reichel 2 - (Fleury, MacInnis) (pp) 7:23
	    CAL, Paslawski 1 - (Roberts, Nieuwendyk) 8:14
	    CAL, Fleury 1 - (MacInnis, Nieuwendyk) (pp) 10:37
	    LAK, Rychel 1 - (Blake) 11:56
	    LAK, Kurri 1 - (Gretzky, Zhitnik) (pp) 15:22
	    CAL, Suter 2 - (Skrudland, Berube) 19:15

Powerplay Opportunities-Kings  1 of 7
			Flames 3 of 6

SHots on Goal-	Kings   14   8   9  -  31
		Flames   9  16  15  -  40

Los Angeles Kings--Hrudey (1-1) (40 shots - 31 saves)
Calgary Flames--Vernon (1-1) (31 shots - 27 saves)

ATT-19,477

--------------------------------------------------------------------------------

Winnipeg Jets                           0   1   1   -   2
Vancouver Canucks  (leads series 2-0)   1   1   1   -   3

1st period: VAN, Ronning 2 - (Courtnall, Linden) 11:37

2nd period: VAN, Courtnall 1 -  6:05
	    WIN, Domi 1 - (King, Barnes) 6:48

3rd period: WIN, Numminen 1 - (Housley, Selanne) (pp) 0:30
	    VAN, Bure 1 - (Adams, Craven) 4:01

Powerplay Opportunities-Jets    1 of 4
			Canucks 0 of 3

Shots on Goal-	Jets      6  10   6  -  22
		Canucks  14   9   9  -  32

Winnipeg Jets--Essensa (0-2) (32 shots - 29 saves)
Vancouver Canucks--McLean (2-0) (22 shots - 20 saves)

ATT-15,729

--------------------------------------------------------------------------------
",10
"
Shit, i'm going to be a lot more carefull filling by income tax!   ",16
"I'm wondering if it's possible to use radio waves to measure the
distance between a transmitter(s) and receiver?

Seems to me that you should be able to measure the signal strength
and determine distance. This would be for short distances (2000 ft),
and I would need to have accuracy of 6 inches, or so.

How about measuring vertical distance as well, any chance - or am I getting
ridiculous?

What frequencies would be best for this? Or does matter?

Sorry if I'm ""mucking up"" the network with one of those questions best
answered by Bill Willis via US Mail... and I apologize for not being
""tuned-in"" to electronics. :-)
",12
"THE WHITE HOUSE

                  Office of the Press Secretary
                                                                  
For Immediate Release                              March 14, 1993


          PUBLIC EVENTS ON THE PRESIDENT'S SCHEDULE FOR
          THURSDAY, APRIL 15, 1993
     	     
     10:20 am EST   The President meets with Leadership of Law 	  
               enforcement organizations -- The Rose           	  
     Garden
     	       	    	 
     	       	    	      OPEN PRESS

     3:00 AM EDT    The President meets with the National      	  
     	  Ambassador for the March of Dimes Birth      	    	 
     Defects Foundation -- The Oval Office
     	  
     	       	    	 TV POOL, OPEN STILL PHOTO, WRITING POOL
     
     3:15 AM EDT    The President meets with Mosaic Minstrels of 
     	       	    New York, NY -- The Rose Garden

     	       	    	 OPEN PHOTO, WRITING POOL

     3:30 AM EDT    The President meets with the Berwick, PA, 	  
     	       High School Bulldogs, AAA State Football      	  
     	  Champions -- The South Lawn

     	       	    	 OPEN PHOTO, WRITING POOL

     	       	               UPCOMING EVENTS ON THE PRESIDENT'S 
SCHEDULE

     	       	    	 
     	       
     	       April 16, 1993      The President meets with 	 
     	       	    	      Japanese Prime Minister  	    	 
     	       	    	 Miyazawa, The White House

     	       April 26, 1993      President Clinton meets with   
     	       	    	      President Amato of Italy, The 	 
     	       	    	      White House",18
"Has anybody heard about a thing called a MacWatch? I saw it on TV a
couple of years ago, it is a watch with a reviever and a transmitter for
your mac. The practical upshot is that your Mac can page your watch and
display a small message. My flatmate is off to the states for a week or
two soon and I am interested in getting one. Any info would be
appreciated.",4
"
# 3.      Is it true that Israeli stocks nuclear weapons ? If so,
# could you provide any evidence ?

Yes, Israel has nuclear weapons. However:

1) Their use so far has been restricted to killing deer, by LSD addicted
   ""Cherrie"" soldiers.

2) They are locked in the cellar of the ""Garinei Afula"" factory, and since
   the Gingi lost the key, no one can use them anymore.

3) Even if the Gingi finds the key, the chief Rabbis have a time lock
   on the bombs that does not allow them to be activated on the Sabbath
   and during weeks which follow victories of the Betar Jerusalem soccer
   team. A quick glance at the National League score table will reveal
   the strategic importance of this fact.",17
"I have a new monitor which I set up approximately 3-4 feet from 
where the AC power enters my house - at my fuse box. 

Is this safe for the monitor, or will/can the EMF emitted by the AC current eventually affect my monitor?  If so, how, and is the 
damage permanent or would degaussing fix it?",3
"

Oh yeah, Israel was really ready to ""expand its borders"" on the holiest day
of the year (Yom Kippur) when the Arabs attacked in 1973.  Oh wait, you
chose to omit that war...perhaps because it 100% supports the exact 
OPPOSITE to the point you are trying to make?  I don't think that it's
because it was the war that hit Israel the hardest.  Also, in 1967 it was
Egypt, not Israel who kicked out the UN force.  In 1948 it was the Arabs
who refused to accept the existance of Israel BASED ON THE BORDERS SET
BY THE UNITED NATIONS.  In 1956, Egypt closed off the Red Sea to Israeli
shipping, a clear antagonistic act.  And in 1982 the attack was a response
to years of constant shelling by terrorist organizations from the Golan
Heights.  Children were being murdered all the time by terrorists and Israel
finally retaliated.  Nowhere do I see a war that Israel started so that 
the borders could be expanded.
 
   Steve
-- ",17
"this is a test

-- 
****************************************************************************
",4
"wing the suggestion of Stu Lynne, I have posted the Image File Format executable and source code to alt.sources.",1
"
All your friend really has to do is find a Registered Dietician(RD).  While 
most work in hospitals and clinics, many major cities will have RD's who 
are in ""private practice"" so to speak.  Many physicans will refer their 
patients with Crohn's disease to RD's for dietary help.  If you can get 
your friend's physician to make a referral, medical insurance should pay for 
the RD's services just like the services of a physical therapist.  The 
better medical insurance plans will cover this but even if your friend's 
plan doesn't, it would be well worth the cost to get on a good diet to 
control the intestinal discomfort and help the intestinal lining heal.
Crohn's disease is an inflammatory disease of the intestinal lining and 
lipoxygenase inhibitors may help by decreasing leukotriene formation but 
I'm not aware of tea or turmeric containing lipoxygenase inhibitors.  For 
bad inflammation, steroids are used but for a mild case, the side effects 
are not worth the small benefit gained by steroid use.  Upjohn is developing 
a new lipoxygenase inhibitor that should greatly help deal with 
inflammatory diseases but it's not available yet.",13
"
The Dodgers after one inning of play have committed one error.  At this rate
they'll have 1,455 errors this season!

Well maybe I'm right this time...

-- 
Warren Usui",9
"
I bet it suddenly started sticking when you  started leaving the PC running the
menu all night.  There is a limitation/bug in the date roll-over software in
PC's that means you have to be doing something like waiting for keyboard input
via a DOS call rather than a BIOS call (as menus often use) otherwise the code
to update the date after midnight never gets called. 

Somebody might be able to correct the details in case I've mis-rememberred
them, but I think you have to change the menu program (if you have the sources)
or add a TSR or system patch or something.  As far as I know the CMOS clock
keeps the right time (in fact about 7 seconds/day better than DOS's clock).",3
"l


diamond star cars (Talon/Eclipse/Laser) put out 190 hp in the turbo models,
and 195 hp in the AWD turbo models,  These cars also have handling to match
the muscle, and are civil in regular driving conditions, rather than having a
harsh, stiff ride....The AWD Turbo is clearly the better choice of the two
(because of all that torque steer on the front drive model), but you may have
to go with a leftover or ""slightly"" used model for that price range....tough
decision...

        Rob Fusi
        rwf2@lehigh.edu
",7
"
Yep. Both were started (nominally) simultaneously. Splitsville from the
start (ie, if my sources are correct, one guy was involved in the start of
both groups. true?)

                  tom coradeschi <+> tcora@pica.army.mil",8
"Is there a 768x1024 Trident driver for windows anywere.  
This mode is supported by the drivers fo OS/2 but I have
not been able to find it for Windows.

(768x1024 means 768 wide and 1024 high as opposed to 1024x768)

Any help is appreciated.
",2
"

And yet, Jayne,  as we read the Gospels and in particular the topics that Jesus
himself spoke on, Hell figures in a large % of the time -certainly more than
heaven itself.  Paul, as we learn in I Thess, taught new believers and new
churches eschatology and did not hesitate to teach hell and damnation.  Rev,
chapter 20:11-15 is very specific and cannot be allegorized.  I think the word
""throne"" is used 45 times in Rev and that the unbelieving come to receive the
assignment of the severity of judgement, for in John 3 we read that they are
already judged.  Rom 3 speaks that every mouth will be shut.  There is no
recourse, excuse or defense.

Yes I agree with you.  Life is often like a pendulum where it swings to
extremes before stopping at ""moderation.""  I think we have seen the extreme of
the ""hell fire & brimstone"" preacher, but also we have seen the other extreme
where hell not talked about at all for fear of offending someones
sensibilities.

I forget who founded the Word of Life Ministries, but I remember him telling a
story.  He was in a small town hardware store and some how a man got to the
point of telling him that he didn't believe in Satan or hell.  He believed
everybody was going to heaven.  It was at this point that the man was asked to
pray to God that He would send his children to hell!  Of course the man
wouldn't do it.  But the point was made.  Many people say they don't believe in
hell but they are not willing to really place their faith in that it doesn't
exist.  If this man had, he would of prayed the prayer because hell didn't
exist and there would have been no fear in having his prayer answered.  And
yet, they walk as if they believe they will never be sent there.

I'd use a different illustration however.  I have to include myself in it. 
When I watch, say a Basketball (go Bulls!) game, and I see a blatant foul that
isn't called, oi vey!.  What's with that ref that he didn't make that call. 
It's unfair.  And just so in life, righteousness demands payment.  As the
surgeon takes knife in hand to cut the cancer away, so God cuts off that which
is still of the old creation.  We must preach the Gospel in all its richness
which includes the fact that if you reject The Way and The Truth and The Life,
then broad is the way to distruction.


I think I would fall in there somewhere.  Actually it was both.  After all,
repentance isn't only a turning towards, but also a turning away from!
No, again, if Jesus used it in His ministry then I can surely see that we
should do it also.  In love, of course, but in truth most assuredly.  

I have thought about writing something on this topic, but not now and here.  I
would say that there are some good reasons for its existence and its
eternality.

1) God is Light.  Yes He is love, but His love has the boundary of Holiness.
2) Dignity of Man.  Either a man is a robot or he is a responsible creature.
   If responsible, then he is also accountable.
3) The awfulness of sin.  Today we have a poor, poor concept of sin & God.
4) Christ.  He was willing to die and go there Himself to offer an avenue to
   the ""whosoever will.""",15
"I've written an application for SparcStation 2 GX+, under OpenWindows 3.0.

The application uses XView stuff to create my window, and the SUN XGL
graphics library for rendering into the Canvas.

The application does real-time 2-D animation, but it does not update the
the display fast enough.
I'm using notify_set_itimer (XView call) to periodically kick off my
update routine, and it's not happening fast enough. I want it to
update 25 times / second. It's only doing about 11. Also, it appears to
be compute bound, because if I run anything else while my appplication is
up, the update rate slows down even more.",5
"
This is a fine strategy if you expect to run away with the division.
But the Giants are going to need every break they can get, if they
want too hold that lead.  I don't think they can afford to be
lackadaisical, and say ""well it has worked pretty well so far, and
while we might be able to improve the results, we don't think it is
worth the risk"".


The two tend to go hand in hand...",9
"
 Pink Noise and White Noise are equal amounts of all frequencies.  This
is in most cases around the 20-3.3K Hz range.  Pink/White are used to
adjust for room dynamics and stuff like that.  There are a few EQ's out
on the market that have Pink noise built in.  Most all from Audio
Control have them I know the C-101 does.  
",12
